,id,region,regulated_dam,primary_purpose,primary_type,height,length,volume,surface,drainage,spillway,inspection_frequency,distance_to_nearest_city,hazard,assessment,probability_of_failure,dam_repair_loss,damage_loss,business_interruption_loss,age,modification_count,years_from_modification,years_from_inspection,years_from_assessment
19401,SOAD04835,Navaldia,Yes,Recreation,Earth,11.542,0.533,,2.44477,90.55186,,1.0,,High,Satisfactory,0.0923,712.6,570.3,7.6,59.0,0,59.0,5.0,59.0
19402,SOAD06754,Navaldia,Yes,Flood Risk Reduction,Earth,12.15,1.0,134300.0,0.44719,55.92909,,0.0,,Low,Not Rated,0.0706,435.7,20.2,,59.0,0,59.0,4.0,11.0
19403,SOAD09686,Navaldia,Yes,Flood Risk Reduction,Earth,18.835,0.46,147850.0,0.51614,82.56199,Uncontrolled,0.2,,High,Not Rated,0.0692,567.4,674.8,,63.0,0,63.0,2.0,4.0
19404,SOAD12524,Lyndrassia,No,Flood Risk Reduction,Earth,23.433,0.347,222300.0,0.40976,61.25567,Uncontrolled,0.3333333333333333,48.72,Significant,Not Rated,0.1079,555.8,81.6,,50.0,0,50.0,50.0,50.0
19405,SOAD14373,Flumevale,Yes,Water Supply,Earth,32.476,0.21,,0.8293699999999999,,Uncontrolled,1.0,10.01,High,Fair,0.0915,266.1,385.9,48.7,62.0,2,11.0,3.0,3.0
19406,SOAD06396,Navaldia,Yes,Irrigation,Earth,6.253,2.524,,2.90772,,,0.0,,Low,Not Rated,0.0859,654.4,19.3,43.2,43.0,0,43.0,43.0,11.0
19407,SOAD02728,Lyndrassia,Yes,Flood Risk Reduction,Earth,26.308,0.348,300000.0,0.40976,79.89869999999999,Uncontrolled,0.3333333333333333,19.21,High,Unsatisfactory,0.1239,524.6,475.4,,36.0,1,38.0,4.0,12.0
19408,SOAD05619,Lyndrassia,Yes,Tailings,Earth,28.569,0.533,1400000.0,0.9456,2.66329,Uncontrolled,0.3333333333333333,24.86,High,Satisfactory,0.0917,369.7,393.4,,44.0,0,44.0,4.0,7.0
19409,SOAD10872,Lyndrassia,Yes,Recreation,Earth,14.996,0.617,200000.0,1.57009,26.6329,Uncontrolled,0.5,1.54,High,Satisfactory,0.0776,418.5,220.1,6.9,67.0,1,36.0,3.0,18.0
19410,SOAD18529,Flumevale,Yes,Water Supply,Multi-Arch,39.008,0.29,8224.0,1.62525,26.6329,,1.0,0.0,High,Fair,0.1068,516.9,372.3,5.7,107.0,0,107.0,3.0,8.0
19411,SOAD06476,Navaldia,Yes,Flood Risk Reduction,Earth,11.248,1.617,162240.0,0.38415,55.92909,,0.0,,Low,Not Rated,0.097,561.6,13.4,,62.0,0,62.0,62.0,11.0
19412,SOAD16241,Navaldia,Yes,Flood Risk Reduction,Earth,11.299,2.533,279072.0,0.37824,101.20502,Uncontrolled,0.0,4.73,Low,Not Rated,0.0992,211.6,204.1,,65.0,0,65.0,19.0,11.0
19413,SOAD13563,Lyndrassia,Yes,Irrigation,Earth,9.207,0.129,,3.51251,18.64303,Uncontrolled,0.2,42.03,High,Satisfactory,0.0471,547.0,198.1,29.8,52.0,0,52.0,5.0,5.0
19414,SOAD04481,Flumevale,No,Fish and Wildlife Pond,Earth,2.802,0.315,,,,Controlled,0.1,,Low,Not Rated,0.0712,10.3,14.8,,39.0,0,39.0,15.0,39.0
19415,SOAD06896,Navaldia,Yes,Flood Risk Reduction,Earth,20.912,0.967,372465.0,0.27186,85.22528,,0.0,,Low,Not Rated,0.1141,374.9,22.8,,57.0,0,57.0,12.0,11.0
19416,SOAD01592,Lyndrassia,Yes,Water Supply,Earth,16.367,0.343,200000.0,2.68314,74.57212,Uncontrolled,0.2,43.46,Low,Satisfactory,0.0324,260.5,160.1,45.7,68.0,1,26.0,3.0,5.0
19417,SOAD05403,Navaldia,Yes,Other,Earth,11.194,0.127,,1.47356,2.66329,,1.0,,High,Satisfactory,0.1022,416.9,726.4,,11.0,0,11.0,5.0,11.0
19418,SOAD18696,Navaldia,Yes,Water Supply,Earth,18.184,0.285,,1.38097,39.94935,,1.0,,High,Fair,0.0871,60.8,511.1,9.4,82.0,1,18.0,5.0,82.0
19419,SOAD02995,Navaldia,Yes,Water Supply,Earth,11.741,0.283,,,,,0.0,,Low,Not Rated,0.0751,26.7,7.6,33.3,96.0,0,96.0,17.0,11.0
19420,SOAD19010,Navaldia,Yes,Flood Risk Reduction,Earth,12.233,0.913,272529.0,0.53978,82.56199,Uncontrolled,0.2,8.06,High,Not Rated,0.0628,278.4,419.6,,65.0,0,65.0,8.0,3.0
19421,SOAD08357,Navaldia,Yes,Flood Risk Reduction,Earth,25.501,0.812,593588.0,0.40976,61.25567,Uncontrolled,0.2,5.0,High,Not Rated,0.118,393.6,946.0,,45.0,0,45.0,8.0,3.0
19422,SOAD17632,Flumevale,Yes,Irrigation,Earth,11.857,0.283,94778.0,1.82422,7.98987,Uncontrolled,1.0,3.17,High,Satisfactory,0.1171,316.1,451.9,31.4,103.0,0,103.0,3.0,3.0
19423,SOAD11003,Flumevale,Yes,Hydroelectric,Earth,55.416,0.218,660000.0,0.89635,748.38449,Controlled,0.3333333333333333,1.54,Low,Satisfactory,0.0664,220.4,790.9,88.3,63.0,0,63.0,2.0,2.0
19424,SOAD20511,Flumevale,Yes,Irrigation,Earth,19.184,1.05,46666.0,1.55827,7.98987,Uncontrolled,1.0,4.68,High,Satisfactory,0.0946,649.2,634.2,42.7,114.0,2,24.0,3.0,3.0
19425,SOAD01819,Flumevale,Yes,Hydroelectric,Rockfill,3.176,0.037,,5.0826,26.6329,Uncontrolled,0.3333333333333333,15.32,Low,Satisfactory,0.0714,565.1,461.4,91.6,108.0,0,108.0,2.0,2.0
19426,SOAD17955,Navaldia,Yes,Irrigation,Earth,12.028,0.818,137540.0,0.81952,119.84805,Uncontrolled,0.2,,Significant,Fair,0.0969,495.1,131.8,6.4,64.0,0,64.0,6.0,4.0
19427,SOAD19910,Navaldia,Yes,Recreation,Earth,13.791,0.7,508400.0,1.25095,37.28606,Uncontrolled,0.2,6.11,High,Satisfactory,0.0645,663.4,303.3,6.9,30.0,0,30.0,7.0,6.0
19428,SOAD00058,Navaldia,Yes,Irrigation,Earth,2.76,16.333,,5.26778,,Controlled,0.0,,Significant,Not Rated,0.1564,733.9,209.1,28.8,85.0,0,85.0,2.0,10.0
19429,SOAD00462,Navaldia,Yes,Flood Risk Reduction,Earth,13.945,1.035,139060.0,0.52402,55.92909,Uncontrolled,0.2,,High,Not Rated,0.1029,630.0,735.4,,60.0,0,60.0,7.0,2.0
19430,SOAD14825,Flumevale,Yes,Water Supply,Earth,33.259,0.232,1150000.0,1.42431,34.62277,,1.0,0.0,High,Satisfactory,0.1124,110.2,326.2,25.1,64.0,0,64.0,4.0,3.0
19431,SOAD09317,Navaldia,Yes,Flood Risk Reduction,Earth,22.4,1.996,422420.0,,,,0.0,,Low,Not Rated,0.0557,26.0,14.3,,46.0,0,46.0,22.0,11.0
19432,SOAD12698,Flumevale,Yes,Hydroelectric,Earth,14.166,0.354,,1.61146,34.62277,Uncontrolled,0.3333333333333333,17.18,Low,Poor,0.0971,339.9,333.8,75.9,140.0,0,140.0,3.0,2.0
19433,SOAD00228,Lyndrassia,Yes,Irrigation,Rockfill,4.02,0.182,,3.79225,388.84034,,0.2,69.24,High,Satisfactory,0.0821,480.9,63.2,10.3,87.0,1,39.0,1.0,4.0
19434,SOAD07210,Navaldia,Yes,Flood Risk Reduction,Earth,19.106,1.467,319640.0,0.28959,63.91896,Uncontrolled,0.2,,High,Satisfactory,0.0588,330.4,831.4,,63.0,0,63.0,4.0,4.0
19435,SOAD03760,Navaldia,Yes,Flood Risk Reduction,Earth,11.999,0.787,154760.0,1.0047,66.58225,Uncontrolled,0.2,,High,Not Rated,0.0829,279.1,814.0,,61.0,0,61.0,2.0,4.0
19436,SOAD08254,Flumevale,Yes,Irrigation,Earth,7.24,0.96,,2.5807,15.97974,Uncontrolled,0.5,,Significant,Satisfactory,0.1381,487.1,422.8,9.3,18.0,0,18.0,3.0,3.0
19437,SOAD18347,Lyndrassia,Yes,Recreation,Earth,28.672,0.2,,1.32778,90.55186,Uncontrolled,0.5,0.0,High,Satisfactory,0.0926,672.8,461.0,8.2,44.0,1,39.0,2.0,13.0
19438,SOAD04196,Navaldia,Yes,Water Supply,Earth,10.289,4.367,,2.01925,2.66329,Uncontrolled,0.5,1.54,High,Poor,0.113,83.2,148.3,14.7,98.0,0,98.0,3.0,3.0
19439,SOAD08806,Flumevale,Yes,Water Supply,Earth,23.974,0.483,28710.0,0.88453,58.59238,Uncontrolled,1.0,28.66,High,Fair,0.0891,250.3,271.5,22.4,138.0,0,138.0,3.0,3.0
19440,SOAD07117,Flumevale,Yes,Hydroelectric,Earth,30.2,0.283,,1.47553,37.28606,Controlled,1.0,15.78,High,Satisfactory,0.0982,331.0,147.9,76.7,99.0,0,99.0,2.0,2.0
19441,SOAD20149,Flumevale,Yes,Hydroelectric,Earth,8.354,0.157,,1.40461,34.62277,Uncontrolled,0.3333333333333333,16.81,Low,Satisfactory,0.0736,338.7,342.5,88.5,99.0,0,99.0,2.0,2.0
19442,SOAD20429,Navaldia,Yes,Water Supply,Stone,36.371,0.26,,0.94757,271.65558,,1.0,,High,Satisfactory,0.0819,559.7,499.5,15.3,122.0,2,13.0,5.0,122.0
19443,SOAD15198,Flumevale,Yes,Irrigation,Earth,12.073,0.08,1377.0,1.89908,7.98987,Uncontrolled,1.0,7.74,High,Satisfactory,0.0844,330.5,238.1,2.1,85.0,1,20.0,3.0,3.0
19444,SOAD13795,Flumevale,Yes,Water Supply,Earth,7.922,8.087,1587000.0,3.10275,,,1.0,,High,Satisfactory,0.0805,489.9,516.5,29.8,45.0,0,45.0,3.0,8.0
19445,SOAD00105,Flumevale,Yes,Irrigation,Earth,28.934,0.358,3723.0,1.48735,29.29619,Uncontrolled,1.0,8.29,High,Fair,0.097,515.0,96.7,15.2,130.0,0,130.0,3.0,3.0
19446,SOAD20444,Navaldia,Yes,Other,Earth,49.313,1.617,,0.14381,5.32658,,0.2,,Low,Satisfactory,0.036,42.8,23.1,,70.0,0,70.0,7.0,70.0
19447,SOAD03051,Flumevale,Yes,Water Supply,Earth,11.88,0.108,40000.0,4.18822,61.25567,,1.0,2.67,High,Satisfactory,0.104,722.1,950.6,31.3,160.0,0,160.0,3.0,8.0
19448,SOAD20056,Navaldia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.21,0.453,,1.2214,2817.76082,Uncontrolled,0.0,7.92,High,Not Rated,0.1226,425.8,307.4,,88.0,2,13.0,12.0,7.0
19449,SOAD01583,Navaldia,Yes,Other,Earth,14.511,2.8,,0.94363,2.66329,,1.0,,High,Satisfactory,0.0814,136.5,591.0,,54.0,1,14.0,5.0,54.0
19450,SOAD12095,Navaldia,Yes,Water Supply,Gravity,28.381,0.145,,1.12684,362.20744,,1.0,,High,Fair,0.1077,176.5,911.6,55.1,112.0,0,112.0,5.0,112.0
19451,SOAD12000,Navaldia,Yes,Flood Risk Reduction,Earth,16.043,0.85,167210.0,0.37824,42.61264,Uncontrolled,0.2,,High,Satisfactory,0.0649,186.5,917.3,,62.0,1,16.0,4.0,3.0
19452,SOAD04252,Lyndrassia,Yes,Recreation,Earth,18.33,0.433,280000.0,1.58585,202.41004,Uncontrolled,0.2,11.23,High,Satisfactory,0.0572,321.8,421.5,2.9,77.0,0,77.0,2.0,15.0
19453,SOAD07561,Lyndrassia,No,Recreation,Earth,7.218,,,3.94591,8605.08999,,0.0,6.61,Low,Not Rated,0.1056,919.7,303.1,3.1,63.0,0,63.0,63.0,63.0
19454,SOAD03405,Navaldia,Yes,Other,Earth,9.255,0.42,,0.71314,42.61264,Uncontrolled,0.0,,Low,Not Rated,0.0869,384.7,6.2,,36.0,0,36.0,14.0,9.0
19455,SOAD01916,Navaldia,Yes,Other,Gravity,5.334,0.05,,,,,0.0,,Low,Not Rated,0.0959,13.0,6.5,,71.0,0,71.0,22.0,11.0
19456,SOAD06618,Navaldia,Yes,Water Supply,Earth,10.363,0.493,,1.90302,45.27593,Uncontrolled,0.0,,Low,Fair,0.0832,207.9,21.9,21.8,69.0,0,69.0,7.0,6.0
19457,SOAD07220,Navaldia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,15.267,0.883,,0.1812399999999999,,Uncontrolled,0.0,,Low,Not Rated,0.0717,21.3,21.5,,105.0,0,105.0,33.0,11.0
19458,SOAD10993,Navaldia,Yes,Irrigation,Earth,3.628,1.167,,6.40447,74.57212,Controlled,0.0,,Low,Not Rated,0.1179,774.3,13.1,42.5,58.0,1,33.0,17.0,11.0
19459,SOAD11306,Navaldia,Yes,Flood Risk Reduction,Earth,13.362,1.127,183170.0,0.4708299999999999,114.52147,Uncontrolled,0.2,32.94,High,Not Rated,0.1001,328.2,110.3,,58.0,0,58.0,7.0,2.0
19460,SOAD12036,Navaldia,Yes,Recreation,Earth,3.212,1.128,,3.31551,34.62277,,0.2,,Low,Poor,0.0933,664.2,17.1,4.0,95.0,0,95.0,6.0,95.0
19461,SOAD01034,Navaldia,Yes,Irrigation,Earth,22.561,0.467,,1.48341,23.96961,Uncontrolled,0.2,6.31,High,Fair,0.0889,414.4,403.3,47.6,46.0,0,46.0,3.0,3.0
19462,SOAD03996,Navaldia,Yes,Flood Risk Reduction,Earth,9.897,0.574,47200.0,0.90423,125.17463,,0.0,,Low,Not Rated,0.1046,191.1,18.7,,46.0,0,46.0,46.0,11.0
19463,SOAD06571,Flumevale,Yes,Hydroelectric,Masonry,11.803,0.038,,5.44705,26.6329,Uncontrolled,1.0,15.62,High,Satisfactory,0.0915,514.6,330.3,90.8,108.0,0,108.0,2.0,2.0
19464,SOAD14998,Navaldia,Yes,Flood Risk Reduction,Earth,19.404,0.909,179770.0,0.8451299999999999,93.21515,Uncontrolled,0.2,,High,Fair,0.0775,40.7,587.4,,54.0,0,54.0,4.0,4.0
19465,SOAD04106,Navaldia,No,Hydroelectric,Gravity,16.635,0.193,,4.42856,548.63774,Uncontrolled,1.0,4.81,Significant,Satisfactory,0.1073,596.8,320.8,82.4,68.0,0,68.0,3.0,2.0
19466,SOAD16784,Navaldia,Yes,Flood Risk Reduction,Earth,11.939,1.2,220290.0,0.4787099999999999,63.91896,Uncontrolled,0.0,,Low,Fair,0.078,87.2,18.6,,63.0,2,4.0,4.0,3.0
19467,SOAD05343,Navaldia,Yes,Flood Risk Reduction,Earth,19.032,0.694,173130.0,0.2561,106.5316,,0.0,,Low,Not Rated,0.1286,256.5,20.1,,61.0,0,61.0,61.0,11.0
19468,SOAD14531,Lyndrassia,Yes,Tailings,Other,67.319,1.0,1000000.0,1.02637,10.65316,Uncontrolled,0.5,18.15,High,Unsatisfactory,0.1296,558.4,139.7,,60.0,1,25.0,16.0,18.0
19469,SOAD04387,Navaldia,Yes,Flood Risk Reduction,Earth,13.749,0.514,66900.0,0.34672,287.63532,Uncontrolled,0.2,3.11,High,Not Rated,0.0755,519.3,256.2,,65.0,0,65.0,7.0,2.0
19470,SOAD01356,Lyndrassia,No,Irrigation,Rockfill,20.163,0.077,,1.23125,23.96961,,0.2,32.34,High,Satisfactory,0.0831,446.4,177.5,35.9,88.0,0,88.0,5.0,7.0
19471,SOAD16826,Lyndrassia,Yes,,Earth,20.99,0.3,,1.31399,23.96961,,0.0,,High,Satisfactory,0.084,613.5,662.5,,23.0,1,25.0,3.0,18.0
19472,SOAD16158,Navaldia,Yes,Flood Risk Reduction,Earth,16.719,0.607,,1.21746,178.44043,Uncontrolled,0.0,,High,Fair,0.1052,218.9,745.7,,65.0,1,43.0,5.0,4.0
19473,SOAD13737,Navaldia,Yes,Flood Risk Reduction,Earth,13.1,0.886,134070.0,0.59888,66.58225,Uncontrolled,0.2,,High,Fair,0.0566,636.0,770.2,,53.0,2,9.0,6.0,6.0
19474,SOAD19610,Navaldia,Yes,Flood Risk Reduction,Earth,13.162,0.508,113650.0,,,Uncontrolled,0.0,,Low,Not Rated,0.0803,21.9,19.6,,58.0,1,35.0,58.0,11.0
19475,SOAD11021,Navaldia,Yes,Flood Risk Reduction,Earth,13.685,0.994,207350.0,0.4905299999999999,61.25567,Uncontrolled,0.2,,High,Fair,0.0759,301.1,861.3,,63.0,0,63.0,6.0,10.0
19476,SOAD06125,Navaldia,Yes,Recreation,Earth,5.399,0.042,,3.82574,45.27593,,1.0,,High,Fair,0.1123,670.3,610.6,6.3,106.0,2,7.0,5.0,106.0
19477,SOAD06360,Flumevale,Yes,Hydroelectric,Concrete,18.098,0.154,3080.0,1.61146,114.52147,Uncontrolled,1.0,9.25,High,Poor,0.1149,91.7,301.9,85.0,100.0,0,100.0,3.0,2.0
19478,SOAD04084,Navaldia,Yes,Recreation,Earth,14.19,0.542,,1.71587,61.25567,,1.0,,High,Poor,0.1219,698.5,535.9,6.7,58.0,1,19.0,4.0,58.0
19479,SOAD04348,Navaldia,Yes,Irrigation,Earth,4.361,6.456,,,,,0.0,,Significant,Not Rated,0.1449,10.7,405.4,31.3,57.0,0,57.0,15.0,10.0
19480,SOAD06002,Flumevale,Yes,Irrigation,Earth,7.852,0.167,15607.0,7.24172,,Uncontrolled,0.16666666666666666,1.59,Low,Not Rated,0.0509,639.6,821.3,3.8,70.0,0,70.0,6.0,70.0
19481,SOAD17270,Flumevale,Yes,Other,Earth,17.377,0.068,19000.0,2.36006,218.38978,,1.0,22.2,Significant,Satisfactory,0.1342,244.7,209.7,,97.0,0,97.0,3.0,8.0
19482,SOAD12006,Navaldia,Yes,Water Supply,Earth,17.93,0.667,250000.0,1.59373,42.61264,Uncontrolled,0.2,,High,Fair,0.0893,75.5,553.6,45.9,66.0,0,66.0,5.0,5.0
19483,SOAD09187,Navaldia,Yes,Flood Risk Reduction,Earth,15.818,1.333,178920.0,,,,0.0,,Low,Not Rated,0.1121,11.3,6.1,,59.0,0,59.0,59.0,11.0
19484,SOAD06201,Flumevale,Yes,Recreation,Earth,8.036,0.446,26166.0,2.81907,37.28606,Uncontrolled,0.16666666666666666,84.02,Low,Unsatisfactory,0.0854,498.4,157.4,7.6,72.0,1,69.0,3.0,6.0
19485,SOAD04752,Navaldia,Yes,Flood Risk Reduction,Earth,7.215,1.704,174960.0,0.77815,239.6961,Uncontrolled,0.2,19.0,High,Fair,0.0989,226.1,130.3,,62.0,1,22.0,7.0,6.0
19486,SOAD06368,Navaldia,Yes,,Earth,2.892,1.033,,0.74466,23.96961,Uncontrolled,0.0,,Low,Not Rated,0.1236,623.3,17.8,,,0,,13.0,8.0
19487,SOAD11119,Navaldia,Yes,Flood Risk Reduction,Earth,16.983,0.833,410139.0,0.85892,143.81766,Uncontrolled,0.2,4.96,High,Fair,0.0872,258.6,677.6,,46.0,0,46.0,5.0,4.0
19488,SOAD04239,Flumevale,Yes,Irrigation,Earth,30.468,0.291,,1.36915,55.92909,Uncontrolled,1.0,52.23,High,Satisfactory,0.1092,109.4,164.8,15.5,103.0,1,28.0,3.0,3.0
19489,SOAD13872,Navaldia,Yes,,Earth,12.741,5.105,,1.69814,2.66329,,0.2,,High,Not Rated,0.1018,470.4,895.1,,49.0,0,49.0,2.0,9.0
19490,SOAD08635,Navaldia,Yes,Irrigation,Earth,18.119,0.967,282990.0,0.2758,119.84805,Uncontrolled,0.2,,High,Fair,0.0793,713.1,657.4,46.7,56.0,0,56.0,5.0,4.0
19491,SOAD09298,Navaldia,Yes,Recreation,Earth,17.708,0.312,,1.33369,42.61264,,1.0,,High,Fair,0.1204,184.5,907.4,3.8,60.0,0,60.0,5.0,60.0
19492,SOAD12906,Navaldia,Yes,Flood Risk Reduction,Earth,11.853,0.62,72560.0,0.41961,58.59238,Uncontrolled,0.2,1.27,High,Fair,0.1038,217.2,127.1,,56.0,1,32.0,6.0,4.0
19493,SOAD13458,Navaldia,Yes,Flood Risk Reduction,Earth,9.908,1.233,237600.0,0.56145,50.60251,Uncontrolled,0.2,1.56,High,Fair,0.0763,696.0,192.2,,62.0,0,62.0,6.0,10.0
19494,SOAD19248,Navaldia,Yes,Recreation,Earth,11.972,0.533,,2.71663,71.90883,Uncontrolled,0.2,9.59,High,Not Rated,0.0887,147.5,252.7,8.9,67.0,3,13.0,8.0,3.0
19495,SOAD01363,Flumevale,Yes,Water Supply,Earth,31.792,0.289,24700.0,1.08547,29.29619,Uncontrolled,1.0,11.46,High,Fair,0.0822,377.4,322.1,49.9,71.0,3,29.0,3.0,3.0
19496,SOAD19965,Flumevale,Yes,Water Supply,Earth,16.475,0.367,20000.0,1.1426,29.29619,Uncontrolled,1.0,11.3,High,Satisfactory,0.0813,189.6,107.8,49.1,53.0,1,29.0,3.0,3.0
19497,SOAD13612,Flumevale,Yes,Hydroelectric,Concrete,41.677,0.162,,1.13669,213.0632,Uncontrolled,1.0,7.8,High,Fair,0.1123,668.7,311.9,92.4,101.0,0,101.0,2.0,2.0
19498,SOAD00322,Flumevale,Yes,Other,Earth,81.634,0.433,1900000.0,1.09926,5.32658,,1.0,5.2,High,Satisfactory,0.0871,702.7,212.7,,50.0,0,50.0,4.0,8.0
19499,SOAD00634,Lyndrassia,No,Irrigation,Earth,26.213,0.181,,,,Controlled,0.2,28.27,High,Not Available,0.1124,865.6,433.9,39.8,58.0,0,58.0,13.0,58.0
19500,SOAD01147,Flumevale,Yes,Other,Earth,5.91,0.233,20000.0,5.27172,159.79739999999998,,1.0,13.21,High,Satisfactory,0.0765,627.1,298.9,,120.0,0,120.0,3.0,8.0
19501,SOAD11133,Lyndrassia,Yes,Flood Risk Reduction,Earth,20.163,0.433,,0.5713,101.20502,Uncontrolled,0.3333333333333333,48.95,High,Satisfactory,0.0962,302.9,159.9,,33.0,1,35.0,2.0,18.0
19502,SOAD08326,Navaldia,Yes,Flood Risk Reduction,Earth,26.591,0.533,286570.0,0.1832099999999999,90.55186,Uncontrolled,0.2,18.41,High,Not Rated,0.0813,15.2,456.2,,60.0,0,60.0,8.0,3.0
19503,SOAD01453,Navaldia,Yes,Flood Risk Reduction,Earth,15.094,0.631,222660.0,0.394,167.78727,Uncontrolled,0.2,,Significant,Fair,0.0977,639.9,370.1,,62.0,0,62.0,6.0,6.0
19504,SOAD12189,Flumevale,Yes,Irrigation,Rockfill,21.848,0.222,86000.0,1.30414,69.24554,,1.0,3.07,High,Satisfactory,0.0893,656.4,471.7,17.1,59.0,0,59.0,2.0,2.0
19505,SOAD14691,Flumevale,Yes,Recreation,Earth,15.397,0.233,53130.0,2.79543,34.62277,Uncontrolled,1.0,23.17,High,Fair,0.1122,313.6,277.4,7.6,72.0,2,26.0,3.0,3.0
19506,SOAD16334,Navaldia,Yes,Flood Risk Reduction,Earth,9.796,0.995,113890.0,,,,0.0,,Low,Not Rated,0.0889,33.0,17.1,,65.0,0,65.0,65.0,11.0
19507,SOAD17862,Lyndrassia,No,Recreation,Earth,9.409,,,3.02001,36202.10097,,0.0,4.91,Low,Not Rated,0.1214,556.0,267.3,3.2,63.0,0,63.0,63.0,63.0
19508,SOAD11225,Navaldia,Yes,Recreation,Earth,15.271,0.23,,1.57206,23.96961,,1.0,,High,Satisfactory,0.0828,324.7,519.3,6.0,61.0,3,4.0,5.0,61.0
19509,SOAD18648,Lyndrassia,Yes,Tailings,Earth,49.85,0.497,360000.0,1.18988,26.6329,Uncontrolled,0.5,3.11,High,Satisfactory,0.1046,460.6,362.6,,44.0,0,44.0,3.0,18.0
19510,SOAD03256,Navaldia,Yes,Flood Risk Reduction,Earth,21.365,0.83,188360.0,0.34869,90.55186,Uncontrolled,0.2,,High,Fair,0.0811,290.4,848.3,,53.0,0,53.0,7.0,6.0
19511,SOAD02747,Navaldia,Yes,Flood Risk Reduction,Earth,12.532,0.667,158863.0,0.37627,77.23541,Uncontrolled,0.2,11.68,High,Fair,0.1001,271.2,193.6,,65.0,0,65.0,7.0,6.0
19512,SOAD03632,Navaldia,Yes,Flood Risk Reduction,Earth,15.08,1.94,243050.0,0.41764,47.93922,Uncontrolled,0.2,,Significant,Fair,0.1123,24.5,83.1,,55.0,0,55.0,6.0,4.0
19513,SOAD16203,Flumevale,Yes,Flood Risk Reduction,Arch,76.861,0.168,79293.0,0.68162,615.2199899999999,,1.0,15.43,High,Satisfactory,0.0747,580.1,179.0,,94.0,0,94.0,4.0,8.0
19514,SOAD10895,Navaldia,Yes,Flood Risk Reduction,Earth,19.219,0.788,261300.0,0.2955,119.84805,Uncontrolled,0.2,8.32,High,Satisfactory,0.0632,638.9,354.5,,60.0,1,7.0,5.0,7.0
19515,SOAD11148,Navaldia,Yes,Flood Risk Reduction,Earth,11.694,0.658,127400.0,0.26989,69.24554,Uncontrolled,0.0,,Low,Not Rated,0.0917,694.4,16.5,,70.0,1,5.0,5.0,11.0
19516,SOAD10739,Navaldia,Yes,Recreation,Earth,23.833,0.612,,,1169.18431,Uncontrolled,1.0,0.0,High,Not Rated,0.1108,35.6,686.4,9.1,85.0,1,60.0,13.0,85.0
19517,SOAD17772,Navaldia,Yes,Recreation,Earth,12.277,0.933,,1.42825,,Uncontrolled,0.0,,Low,Not Rated,0.075,403.4,10.9,4.7,113.0,0,113.0,41.0,11.0
19518,SOAD01314,Lyndrassia,Yes,Recreation,Earth,30.036,0.367,600000.0,1.61343,29.29619,Uncontrolled,0.5,5.07,High,Satisfactory,0.0959,210.1,439.2,3.2,89.0,1,37.0,3.0,18.0
19519,SOAD02572,Flumevale,Yes,Water Supply,Earth,20.62,1.459,70114.0,1.69223,82.56199,Uncontrolled,0.5,28.35,Significant,Satisfactory,0.1086,715.0,267.8,43.7,49.0,0,49.0,3.0,3.0
19520,SOAD08847,Navaldia,Yes,Flood Risk Reduction,Earth,16.099,0.287,,1.30414,69.24554,,1.0,,High,Fair,0.0873,431.7,722.0,,49.0,1,18.0,5.0,49.0
19521,SOAD12473,Flumevale,Yes,Tailings,Earth,37.754,1.667,,1.22337,,,0.0,3.27,Low,Not Rated,0.0934,495.0,910.0,,45.0,0,45.0,25.0,45.0
19522,SOAD15314,Navaldia,Yes,Flood Risk Reduction,Earth,8.334,1.35,144836.0,0.90226,61.25567,Uncontrolled,0.2,,High,Fair,0.0799,495.8,944.1,,67.0,0,67.0,7.0,7.0
19523,SOAD01712,Navaldia,Yes,Recreation,Earth,16.465,0.381,,2.0094,31.95948,,0.5,,Significant,Not Rated,0.1286,608.4,323.6,5.2,51.0,1,20.0,5.0,51.0
19524,SOAD06411,Lyndrassia,Yes,Irrigation,Earth,10.435,0.4,,,,,0.0,125.1,Significant,,0.1431,28.2,228.0,18.7,100.0,0,100.0,100.0,100.0
19525,SOAD03507,Flumevale,Yes,Irrigation,Earth,15.284,0.312,,2.27535,58.59238,Uncontrolled,0.16666666666666666,23.44,Low,Satisfactory,0.0535,176.2,302.0,28.2,45.0,0,45.0,6.0,22.0
19526,SOAD16771,Flumevale,Yes,Recreation,Earth,30.115,0.217,,1.57206,561.95419,Uncontrolled,0.25,31.7,High,Fair,0.0784,484.2,106.3,7.0,117.0,1,37.0,4.0,9.0
19527,SOAD20360,Navaldia,Yes,Flood Risk Reduction,Earth,13.977,1.167,334350.0,0.36839,79.89869999999999,Uncontrolled,0.2,2.33,High,Satisfactory,0.0686,643.0,365.9,,52.0,0,52.0,4.0,3.0
19528,SOAD07896,Flumevale,Yes,Hydroelectric,Concrete,36.063,0.165,46000.0,1.12881,221.05307,Uncontrolled,1.0,29.93,High,Fair,0.0866,497.8,308.7,63.3,97.0,0,97.0,2.0,2.0
19529,SOAD12589,Lyndrassia,Yes,Flood Risk Reduction,Earth,19.057,0.533,,0.52796,74.57212,Uncontrolled,0.3333333333333333,0.0,High,Satisfactory,0.0914,309.8,614.9,,41.0,0,41.0,3.0,18.0
