"","X","id","region","regulated_dam","primary_purpose","primary_type","height","length","volume","surface","drainage","spillway","inspection_frequency","distance_to_nearest_city","hazard","assessment","probability_of_failure","dam_repair_loss","damage_loss","business_interruption_loss","age","modification_count","years_from_modification","years_from_inspection","years_from_assessment","one_year_prob"
"17880",17879,"SOAD10924","Navaldia","Yes","Irrigation","Earth",9.076,0.267,NA,0.29944,15.97974,"Uncontrolled",0,NA,"Low","Not Rated",0.0854,682.9,11.9,2.5,64,0,64,49,11,0.00928077742113722
"17881",17880,"SOAD11494","Navaldia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",5.42,0.533,NA,0.86286,NA,"",0,NA,"Low","Not Rated",0.1106,217.1,21.4,NA,61,0,61,61,11,0.0123889676235245
"17882",17881,"SOAD18454","Flumevale","Yes","Water Supply","Earth",15.292,1.044,NA,0.26398,NA,"Uncontrolled",1,6.29,"High","Fair",0.1092,529.8,393.2,27,13,0,13,3,3,0.0121655236159615
"17883",17882,"SOAD01200","Flumevale","Yes","Water Supply","Gravity",28.533,0.077,67971,0.48068,15.97974,"Uncontrolled",1,67.85,"High","Satisfactory",0.0941,424,75.4,51.2,52,0,52,3,3,0.0103297253161942
"17884",17883,"SOAD04662","Navaldia","Yes","Flood Risk Reduction","Earth",16.499,0.625,169041,0.24625,23.96961,"",0,NA,"Low","Not Rated",0.1198,188.1,16.3,NA,68,0,68,68,11,0.0135574952850194
"17885",17884,"SOAD15674","Navaldia","Yes","Recreation","Earth",11.657,0.453,NA,0.61661,26.6329,"Uncontrolled",0.2,6.39,"High","Not Rated",0.0757,205.2,359.5,4.6,50,1,33,2,2,0.00813113664641335
"17886",17885,"SOAD19862","Navaldia","Yes","Recreation","Earth",3.046,2.167,NA,1.0441,NA,"",0,NA,"Low","Not Rated",0.0689,363.5,15.6,2.9,125,0,125,43,11,0.00735317476528694
"17887",17886,"SOAD03687","Lyndrassia","Yes","Recreation","Earth",21.998,0.4,4e+05,0.39991,7.98987,"Uncontrolled",0.5,0,"High","Satisfactory",0.09,313.8,536.7,4.8,56,0,56,5,16,0.00983324987451049
"17888",17887,"SOAD04471","Flumevale","Yes","Irrigation","Earth",24.368,0.21,37000,0.33293,85.22528,"Uncontrolled",1,38.78,"High","Unsatisfactory",0.146,225.3,91.2,5.2,70,1,60,3,3,0.0170440153320088
"17889",17888,"SOAD16289","Navaldia","Yes","Flood Risk Reduction","Earth",14.042,0.447,105960,0.18124,26.6329,"",0,NA,"Low","Not Rated",0.1006,39.4,9.3,NA,58,0,58,58,11,0.0111251560308676
"17890",17889,"SOAD15864","Navaldia","Yes","Recreation","Earth",10.06,0.257,NA,0.7683,15.97974,"Uncontrolled",0,NA,"Low","Not Rated",0.0993,356.8,19.4,4.3,72,2,13,12,7,0.0109652126100123
"17891",17890,"SOAD17618","Flumevale","Yes","Irrigation","Earth",20.086,0.398,66800,0.43734,229.04294,"Uncontrolled",1,40.29,"High","Unsatisfactory",0.1516,476.8,51.3,16.5,47,0,47,3,3,0.0177998482489464
"17892",17891,"SOAD10364","Navaldia","Yes","Flood Risk Reduction","Earth",10.788,0.459,72640,0.30535,18.64303,"",0,NA,"Low","Not Rated",0.0758,154.8,19.6,NA,62,0,62,62,11,0.00814288120122638
"17893",17892,"SOAD17953","Flumevale","Yes","Flood Risk Reduction","Earth",29.938,0.742,608000,0.4925,NA,"",1,3.15,"High","Satisfactory",0.1022,392.8,547.7,NA,57,0,57,3,8,0.0113226248128836
"17894",17893,"SOAD18688","Navaldia","Yes","Other","Earth",7.866,0.533,NA,0.94166,7.98987,"Uncontrolled",0,NA,"Low","Not Rated",0.076,243.8,22.6,NA,42,0,42,18,11,0.00816637716869205
"17895",17894,"SOAD01603","Navaldia","Yes","Flood Risk Reduction","Earth",10.051,0.535,85000,0.30535,15.97974,"",0,NA,"Low","Not Rated",0.1017,387.9,23.8,NA,71,0,71,71,11,0.0112608418905424
"17896",17895,"SOAD05214","Lyndrassia","Yes","Recreation","Earth",20.669,0.137,3e+05,0.43537,18.64303,"Uncontrolled",0.5,23.25,"High","Satisfactory",0.0931,563.9,348.6,3.7,50,1,27,3,12,0.010208271963348
"17897",17896,"SOAD08260","Navaldia","Yes","Recreation","Earth",6.441,0.333,NA,2.13154,29.29619,"",0.5,NA,"Significant","Fair",0.1366,555.7,210.7,7.6,130,1,18,6,130,0.0157628277377161
"17898",17897,"SOAD20604","Navaldia","Yes","Irrigation","Earth",4.007,2.769,NA,0.78012,NA,"Controlled",0.5,3.14,"High","Poor",0.1184,268.8,503.3,12.9,43,0,43,6,6,0.0133710307083234
"17899",17898,"SOAD18435","Navaldia","Yes","Flood Risk Reduction","Earth",31.932,0.417,NA,NA,47.93922,"",1,NA,"High","Poor",0.1257,808.1,574.4,NA,49,1,17,4,49,0.0143071737313772
"17900",17899,"SOAD00936","Navaldia","Yes","Flood Risk Reduction","Earth",19.753,0.423,148451,0.24428,13.31645,"Uncontrolled",0.2,1.63,"High","Not Rated",0.0871,674.9,180.6,NA,50,0,50,7,2,0.00948440258267519
"17901",17900,"SOAD02987","Navaldia","Yes","Flood Risk Reduction","Earth",9.905,1.084,NA,NA,NA,"Uncontrolled",0.2,NA,"Significant","Fair",0.1035,31.6,286.1,NA,64,1,3,3,7,0.0114835800715075
"17902",17901,"SOAD08538","Navaldia","Yes","Recreation","Earth",5.564,0.167,NA,0.89241,23.96961,"",1,NA,"High","Poor",0.1157,126.5,861.2,7.3,135,1,20,5,135,0.0130186729101719
"17903",17902,"SOAD16929","Navaldia","Yes","Flood Risk Reduction","Earth",13.319,0.579,NA,0.22852,18.64303,"Uncontrolled",0,NA,"Low","Not Rated",0.0537,33.9,9.8,NA,72,0,72,72,11,0.00563761376881477
"17904",17903,"SOAD16582","Navaldia","Yes","Flood Risk Reduction","Earth",11.012,1.333,110600,0.2758,18.64303,"Uncontrolled",0.2,6.29,"High","Not Rated",0.0983,96.4,255.5,NA,71,1,19,8,3,0.0108424776053994
"17905",17904,"SOAD05435","Navaldia","Yes","Flood Risk Reduction","Earth",16.171,0.616,113000,0.22261,21.30632,"",0,NA,"Low","Not Rated",0.0829,42.2,15.4,NA,51,0,51,12,11,0.00898248668751049
"17906",17905,"SOAD04782","Navaldia","Yes","Irrigation","Earth",14.975,0.653,NA,NA,NA,"Uncontrolled",0,NA,"Low","Not Rated",0.08,26.9,22.1,29,50,0,50,28,11,0.00863819373481445
"17907",17906,"SOAD12101","Navaldia","Yes","Recreation","Earth",2.394,5.308,NA,7.31067,NA,"",0,NA,"Significant","Not Rated",0.1504,660.7,86.7,8.9,NA,0,NA,2,10,0.017625553952468
"17908",17907,"SOAD00651","Navaldia","Yes","Flood Risk Reduction","Earth",19.541,0.433,122270,0.23443,23.96961,"",0,NA,"Low","Not Rated",0.0971,7.2,9.3,NA,61,0,61,61,11,0.0106955314969587
"17909",17908,"SOAD18298","Navaldia","Yes","Water Supply","Earth",17.516,0.246,NA,0.4728,13.31645,"",1,NA,"High","Satisfactory",0.0973,287.2,915.1,10.6,89,0,89,5,89,0.0107199973467353
"17910",17909,"SOAD07312","Navaldia","Yes","Flood Risk Reduction","Earth",15.123,1.317,204800,0.12214,21.30632,"Uncontrolled",0.2,11.76,"High","Not Rated",0.1058,43.5,110.5,NA,53,0,53,2,3,0.0117695037598495
"17911",17910,"SOAD18204","Lyndrassia","Yes","Recreation","Earth",27.022,0.8,1250000,0.9062,10.65316,"Uncontrolled",0.333333333333333,13.77,"High","Satisfactory",0.0858,38.4,345.8,4.3,64,1,37,4,18,0.00932863171534105
"17912",17911,"SOAD18699","Navaldia","Yes","Flood Risk Reduction","Earth",10.918,0.591,90000,0.35263,18.64303,"Uncontrolled",0,NA,"Low","Not Rated",0.0646,352.1,17,NA,71,0,71,4,11,0.00686464922201408
"17913",17912,"SOAD12104","Navaldia","Yes","Flood Risk Reduction","Earth",13.432,1.025,232460,0.27777,26.6329,"Uncontrolled",0,11.52,"Low","Not Rated",0.0671,667.9,241.6,NA,57,0,57,18,11,0.0071483665949822
"17914",17913,"SOAD07682","Navaldia","Yes","Flood Risk Reduction","Earth",15.839,0.41,55813,0.29156,18.64303,"Uncontrolled",0,NA,"Low","Not Rated",0.092,296.9,13.7,NA,66,0,66,12,11,0.0100749450726465
"17915",17914,"SOAD04731","Navaldia","Yes","Flood Risk Reduction","Earth",10.258,1.203,114490,0.36642,15.97974,"",0,NA,"Low","Not Rated",0.0927,320,21.1,NA,61,0,61,61,11,0.0101597567127634
"17916",17915,"SOAD19165","Navaldia","Yes","Irrigation","Earth",2.441,NA,NA,1.99167,NA,"",0,NA,"Low","Not Rated",0.0899,424,7.9,41.4,73,0,73,73,11,0.0098211891241704
"17917",17916,"SOAD06010","Navaldia","Yes","Flood Risk Reduction","Earth",13.417,0.442,91400,0.27186,18.64303,"",0,NA,"Low","Not Rated",0.0668,344,9.2,NA,60,0,60,48,11,0.00711427558813387
"17918",17917,"SOAD04906","Navaldia","Yes","Flood Risk Reduction","Buttress",12.059,0.808,136193,0.18321,18.64303,"Uncontrolled",0.2,NA,"High","Fair",0.074,12,721.4,NA,52,0,52,5,4,0.00793602807668255
"17919",17918,"SOAD01065","Lyndrassia","Yes","Recreation","Earth",26.887,0.253,4e+05,0.3349,15.97974,"Uncontrolled",0.5,14.58,"High","Satisfactory",0.0797,36.7,251.8,8.4,62,0,62,3,12,0.00860268333100052
"17920",17919,"SOAD20739","Navaldia","Yes","Flood Risk Reduction","Earth",13.793,0.86,116780,0.1773,26.6329,"Uncontrolled",0.2,12.7,"High","Fair",0.0748,30.9,314.6,NA,57,0,57,7,6,0.00802553892100108
"17921",17920,"SOAD19544","Navaldia","Yes","Flood Risk Reduction","Earth",8.71,0.715,92100,0.19897,31.95948,"Uncontrolled",0.2,11.33,"High","Fair",0.0908,44.3,446.8,NA,61,0,61,7,6,0.00992981785172481
"17922",17921,"SOAD03239","Flumevale","No","Fire Protection, Stock, Or Small Fish Pond","Earth",16.808,0.137,NA,0.25216,NA,"Uncontrolled",0.25,48.17,"Low","Poor",0.07,97.4,222.7,NA,59,0,59,2,2,0.00747856056486148
"17923",17922,"SOAD04114","Flumevale","Yes","Hydroelectric","Concrete",4.51,0.174,2500,0.92196,NA,"Uncontrolled",0.333333333333333,82.86,"Low","Satisfactory",0.0717,169.8,91.6,54.6,62,0,62,6,2,0.00767268577101716
"17924",17923,"SOAD09268","Navaldia","Yes","Flood Risk Reduction","Earth",11.351,0.447,76805,0.16745,26.6329,"",0,NA,"Low","Not Rated",0.0979,20.7,10.5,NA,48,0,48,48,11,0.0107934551680716
"17925",17924,"SOAD19915","Lyndrassia","Yes","Flood Risk Reduction","Earth",23.815,0.25,18000,0.27186,15487.03135,"Uncontrolled",0.2,1.53,"High","Satisfactory",0.0653,583.2,234.5,NA,58,0,58,4,7,0.00694400471553908
"17926",17925,"SOAD20369","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Gravity",5.741,0.518,30749,1.46962,5.32658,"Uncontrolled",0.2,118.13,"Low","Unsatisfactory",0.0892,210.1,224.7,NA,52,1,52,9,9,0.00973682730563731
"17927",17926,"SOAD14116","Navaldia","Yes","Water Supply","Earth",14.673,0.123,NA,0.59297,31.95948,"",1,NA,"High","Fair",0.1021,633.9,666.8,12,69,1,21,5,69,0.0113102628065397
"17928",17927,"SOAD08284","Navaldia","Yes","","Earth",4.59,1.333,NA,NA,NA,"",0,NA,"Low","Not Rated",0.1305,7.1,13.3,NA,76,0,76,50,11,0.0149455948674901
"17929",17928,"SOAD14088","Navaldia","Yes","Recreation","Earth",8.886,0.067,NA,0.79982,106.5316,"",1,NA,"High","Poor",0.1204,674.6,859.8,8.6,174,1,19,5,174,0.0136381582008763
"17930",17929,"SOAD11735","Flumevale","Yes","Irrigation","Earth",6.071,0.358,52562,0.60282,NA,"Uncontrolled",1,3.25,"High","Satisfactory",0.0884,411.7,535.8,9.3,106,0,106,3,3,0.00964054909527886
"17931",17930,"SOAD09557","Navaldia","Yes","Water Supply","Earth",24.902,0.289,NA,0.37627,13.31645,"",1,NA,"High","Fair",0.1218,479.5,534.1,62.9,116,0,116,5,116,0.0138280456016203
"17932",17931,"SOAD18661","Navaldia","Yes","Flood Risk Reduction","Earth",12.483,1.003,142900,0.26398,50.60251,"",0,NA,"Low","Not Rated",0.1052,278.2,13.1,NA,44,0,44,12,11,0.0116947701892523
"17933",17932,"SOAD06009","Lyndrassia","Yes","Other","Earth",7.163,0.667,NA,NA,7.98987,"Uncontrolled",0,62.48,"Low","",0.0611,19.7,168,NA,57,0,57,57,57,0.00646885981656633
"17934",17933,"SOAD11980","Navaldia","Yes","Flood Risk Reduction","Earth",13.616,1.227,129990,0.21276,18.64303,"",0,NA,"Low","Not Rated",0.1167,11.9,18.5,NA,55,0,55,24,11,0.0131480321228594
"17935",17934,"SOAD19294","Navaldia","Yes","Flood Risk Reduction","Earth",9.349,1.737,95750,0.32505,23.96961,"Uncontrolled",0,NA,"Low","Not Rated",0.0893,57.7,17.1,NA,61,0,61,61,11,0.00974887221187264
"17936",17935,"SOAD03526","Navaldia","Yes","Water Supply","Earth",13.409,0.467,NA,0.61858,37.28606,"Uncontrolled",0,NA,"Low","Not Rated",0.1094,297.4,7,69,50,0,50,47,11,0.0122494894073227
"17937",17936,"SOAD09637","Navaldia","Yes","Flood Risk Reduction","Earth",12.082,0.503,91630,0.36839,26.6329,"",0,NA,"Low","Not Rated",0.1209,614.3,10.6,NA,59,0,59,59,11,0.0137057102867954
"17938",17937,"SOAD01762","Navaldia","Yes","Flood Risk Reduction","Earth",8.542,0.569,66975,0.18715,23.96961,"",0,NA,"Low","Not Rated",0.0944,37.2,18.8,NA,54,0,54,12,11,0.010366207706092
"17939",17938,"SOAD08996","Flumevale","Yes","Recreation","Earth",34.137,0.373,315000,0.41567,13.31645,"Uncontrolled",1,10.1,"High","Fair",0.1142,381.5,431.3,4.3,72,1,54,3,3,0.0128273848932294
"17940",17939,"SOAD15685","Navaldia","Yes","Flood Risk Reduction","Earth",14.709,0.37,123145,0.19897,18.64303,"",0,NA,"Low","Not Rated",0.08,29.3,5.7,NA,49,0,49,49,11,0.00863819373481445
"17941",17940,"SOAD01562","Lyndrassia","Yes","Recreation","Earth",20.596,0.333,75000,0.61661,13.31645,"Uncontrolled",0.333333333333333,15.04,"High","Satisfactory",0.0895,113.7,111.5,8.5,71,1,35,4,10,0.00977296879842591
"17942",17941,"SOAD03109","Navaldia","Yes","Flood Risk Reduction","Earth",14.693,0.283,68500,0.21079,23.96961,"Uncontrolled",0.2,NA,"High","Fair",0.0937,40.9,783.9,NA,68,0,68,6,4,0.0102811155232667
"17943",17942,"SOAD05636","Lyndrassia","Yes","Recreation","Earth",17.177,0.383,250000,0.74072,26.6329,"Uncontrolled",0.333333333333333,0,"High","Satisfactory",0.0841,568.1,565.9,5.7,60,1,41,3,18,0.00912549456993361
"17944",17943,"SOAD15247","Navaldia","Yes","Flood Risk Reduction","Earth",15.622,0.995,168650,0.14578,45.27593,"Uncontrolled",0.2,13.29,"High","Fair",0.0648,33,154.7,NA,61,0,61,7,6,0.00688731548247521
"17945",17944,"SOAD07696","Navaldia","Yes","Flood Risk Reduction","Earth",15.503,0.733,139580,0.13396,26.6329,"Uncontrolled",0.2,1.63,"High","Not Rated",0.0727,24.8,566.1,NA,58,0,58,2,3,0.00778708053202063
"17946",17945,"SOAD14440","Lyndrassia","No","Fish and Wildlife Pond","Earth",4.187,0.417,NA,1.08547,31.95948,"",0.2,NA,"Low","Poor",0.0945,690.9,23.4,NA,61,1,58,7,7,0.0103783732912896
"17947",17946,"SOAD14091","Navaldia","Yes","Flood Risk Reduction","Earth",14.79,0.867,145160,0.1773,21.30632,"",0,NA,"Low","Not Rated",0.0784,42.5,16.8,NA,58,0,58,58,11,0.00844903634870997
"17948",17947,"SOAD16099","Navaldia","Yes","Recreation","Concrete",7.38,0.17,NA,0.89044,12815.75148,"",0.2,NA,"Low","Fair",0.0518,469.6,13.3,8.1,48,0,48,8,48,0.00542548673431182
"17949",17948,"SOAD13772","Navaldia","Yes","Flood Risk Reduction","Earth",9.233,0.502,103341,0.30535,26.6329,"",0,NA,"Low","Not Rated",0.0616,281,20.6,NA,66,0,66,66,11,0.00652530023845809
"17950",17949,"SOAD04261","Flumevale","Yes","Water Supply","Earth",5.123,0.342,8500,2.77376,271.65558,"",2,NA,"Low","Satisfactory",0.071,451.3,8.8,32,103,0,103,3,8,0.00759269992991271
"17951",17950,"SOAD05660","Navaldia","Yes","Flood Risk Reduction","Earth",14.905,0.66,155563,0.17139,23.96961,"Uncontrolled",0,NA,"Low","Satisfactory",0.0734,29.5,12.7,NA,52,0,52,4,3,0.00786724954108835
"17952",17951,"SOAD10700","Navaldia","Yes","Recreation","Earth",7.571,0.3,NA,0.78209,21.30632,"",1,NA,"High","Poor",0.1219,296.5,728.7,3.3,177,0,177,4,177,0.0138416959283991
"17953",17952,"SOAD19590","Flumevale","Yes","Water Supply","Rockfill",4.339,0.037,230,1.14654,7.98987,"",1,NA,"Significant","Satisfactory",0.1514,236,252.5,52.4,87,0,87,3,8,0.017770822823753
"17954",17953,"SOAD20274","Navaldia","Yes","Flood Risk Reduction","Earth",11.1,0.688,83120,0.20488,18.64303,"",0,NA,"Low","Not Rated",0.0821,22.2,22.3,NA,62,0,62,62,11,0.00888732410400924
"17955",17954,"SOAD18089","Flumevale","Yes","Flood Risk Reduction","Gravity",47.391,0.113,41286,0.2955,111.85818,"",1,1.58,"High","Satisfactory",0.0958,420.8,346.7,NA,103,0,103,4,8,0.010536745590558
"17956",17955,"SOAD13865","Navaldia","Yes","Irrigation","Earth",14.894,0.233,NA,0.12214,154.47082,"Uncontrolled",0.2,NA,"High","Satisfactory",0.0545,23.1,503.9,8,50,0,50,3,2,0.00572709649457235
"17957",17956,"SOAD02441","Flumevale","Yes","Water Supply","Earth",19.003,0.104,52584,0.60676,NA,"Uncontrolled",1,51.95,"High","Satisfactory",0.0993,206.1,222.5,66.7,61,1,17,3,3,0.0109652126100123
"17958",17957,"SOAD10968","Navaldia","Yes","Flood Risk Reduction","Earth",15.545,0.595,133580,0.197,23.96961,"",0,NA,"Low","Not Rated",0.1085,37.4,8.9,NA,61,0,61,61,11,0.0120859675667576
"17959",17958,"SOAD11120","Navaldia","Yes","Flood Risk Reduction","Earth",13.311,0.575,130480,0.20094,31.95948,"Uncontrolled",0,5.04,"Low","Not Rated",0.0619,27.6,240,NA,51,1,22,46,11,0.00655918069197735
"17960",17959,"SOAD05367","Navaldia","Yes","Flood Risk Reduction","Earth",19.999,0.261,96100,0.12017,26.6329,"Uncontrolled",0.2,1.59,"High","Fair",0.0663,7.7,551.2,NA,58,0,58,7,6,0.00705748462336043
"17961",17960,"SOAD12470","Navaldia","Yes","Flood Risk Reduction","Earth",9.685,0.644,NA,0.56342,13.31645,"Uncontrolled",0,NA,"Low","Not Rated",0.0945,278.6,23.4,NA,68,0,68,47,11,0.0103783732912896
"17962",17961,"SOAD12240","Flumevale","Yes","Water Supply","Earth",9.642,0.3,NA,0.69541,74.57212,"Uncontrolled",0.5,69.12,"Significant","Fair",0.1515,635.9,149.8,32.7,123,0,123,3,3,0.0177853366420339
"17963",17962,"SOAD03304","Lyndrassia","Yes","Recreation","Earth",21.529,0.2,240000,0.38415,7.98987,"Uncontrolled",0.5,0,"High","Satisfactory",0.1114,546.2,479.8,3.4,55,1,40,3,18,0.0124837797641466
"17964",17963,"SOAD07468","Navaldia","Yes","Flood Risk Reduction","Earth",20.337,0.383,NA,0.23837,NA,"",0,NA,"Low","Not Rated",0.1149,18.6,15.9,NA,57,0,57,57,11,0.0128991481237105
"17965",17964,"SOAD18609","Navaldia","Yes","Irrigation","Earth",6.001,0.433,NA,NA,37.28606,"Uncontrolled",0,NA,"Low","Not Rated",0.0895,45,23.3,11.6,63,0,63,48,11,0.00977296879842591
"17966",17965,"SOAD17168","Navaldia","Yes","Flood Risk Reduction","Earth",11.22,0.65,101530,0.2758,18.64303,"Uncontrolled",0.2,NA,"Significant","Not Rated",0.1155,76.8,394.5,NA,54,2,15,7,2,0.0129929658329331
"17967",17966,"SOAD01809","Navaldia","Yes","Flood Risk Reduction","Earth",10.207,1.265,125802,NA,21.30632,"",0,NA,"Low","Not Rated",0.1184,46,8,NA,53,0,53,12,7,0.0133710307083234
"17968",17967,"SOAD04013","Navaldia","Yes","Flood Risk Reduction","Earth",10.279,0.758,93090,0.24231,37.28606,"",0,NA,"Low","Not Rated",0.0674,15.3,20.1,NA,65,0,65,15,11,0.00718246997963063
"17969",17968,"SOAD08658","Navaldia","Yes","Flood Risk Reduction","Earth",10.941,0.444,87160,0.30732,21.30632,"Uncontrolled",0,NA,"Low","Not Rated",0.1179,30.1,20.8,NA,46,0,46,46,11,0.013305046186233
"17970",17969,"SOAD15195","Navaldia","Yes","Recreation","Earth",7.697,1.033,NA,NA,NA,"Uncontrolled",0.5,NA,"Significant","Poor",0.1673,23.4,336.8,8.6,96,0,96,6,6,0.0200808820773747
"17971",17970,"SOAD05408","Navaldia","Yes","Flood Risk Reduction","Earth",13.118,1.272,179320,0.20685,21.30632,"Uncontrolled",0.2,19.29,"High","Not Rated",0.0483,20.2,346.2,NA,55,0,55,8,3,0.00503625200675241
"17972",17971,"SOAD16645","Navaldia","Yes","Water Supply","Gravity",16.021,0.208,92411,1.13472,1544.7082,"Controlled",0,NA,"Low","Not Rated",0.079,396.7,13.2,26.2,105,0,105,11,6,0.00851990351977085
"17973",17972,"SOAD19328","Navaldia","Yes","Flood Risk Reduction","Earth",17.15,0.187,NA,0.0906199999999999,26.6329,"",1,NA,"High","Satisfactory",0.0934,39,783.1,NA,41,0,41,5,41,0.0102446831077875
"17974",17973,"SOAD16925","Navaldia","Yes","Flood Risk Reduction","Earth",9.037,1.03,NA,NA,NA,"",0,NA,"Low","Not Rated",0.0906,40.9,18.8,NA,65,0,65,65,11,0.00990566216307597
"17975",17974,"SOAD20082","Navaldia","Yes","Other","Other",139.002,0.3,NA,0.12214,NA,"",1,NA,"High","Satisfactory",0.1042,22,535.6,NA,68,0,68,5,68,0.011570442182726
"17976",17975,"SOAD13061","Navaldia","Yes","Flood Risk Reduction","Earth",13.903,0.34,78260,0.1773,23.96961,"Uncontrolled",0.2,NA,"High","Fair",0.0851,23.2,599.7,NA,64,0,64,5,4,0.00924490986816162
"17977",17976,"SOAD00631","Navaldia","Yes","Flood Risk Reduction","Earth",14.464,0.6,135020,0.24428,39.94935,"",0,NA,"Low","Not Rated",0.1005,126.3,8.5,NA,55,0,55,53,11,0.0111128369290056
"17978",17977,"SOAD01150","Navaldia","Yes","Flood Risk Reduction","Earth",11.509,0.736,82310,NA,NA,"",0,NA,"Low","Not Rated",0.0689,6.8,20.8,NA,61,0,61,61,11,0.00735317476528694
"17979",17978,"SOAD05142","Navaldia","Yes","Flood Risk Reduction","Earth",18.157,0.433,136868,0.10441,23.96961,"Uncontrolled",0,NA,"Low","Not Rated",0.113,32.3,17.7,NA,68,0,68,68,11,0.012677864733088
"17980",17979,"SOAD18695","Navaldia","Yes","Recreation","Earth",15.496,0.23,NA,0.51811,10.65316,"",1,NA,"High","Satisfactory",0.0917,68.4,692,8.6,55,0,55,5,55,0.0100386321078888
"17981",17980,"SOAD01720","Navaldia","Yes","Flood Risk Reduction","Earth",6.607,0.8,85890,0.36642,18.64303,"",0,NA,"Low","Not Rated",0.0826,531.4,20.5,NA,68,0,68,12,11,0.00894678421253961
"17982",17981,"SOAD04493","Navaldia","Yes","Flood Risk Reduction","Earth",8.14,0.938,91256,NA,18.64303,"Uncontrolled",0,NA,"Low","Not Rated",0.1202,27.9,18.4,NA,53,0,53,22,11,0.0136112216750111
"17983",17982,"SOAD06217","Navaldia","Yes","Flood Risk Reduction","Earth",10.094,0.7,83500,0.31323,10.65316,"",0,NA,"Low","Not Rated",0.1154,161.2,22.2,NA,53,0,53,53,11,0.0129801330504566
"17984",17983,"SOAD18235","Navaldia","Yes","Flood Risk Reduction","Earth",11.723,0.767,91951,0.3152,26.6329,"Uncontrolled",0.2,NA,"High","Fair",0.0674,397,513.6,NA,64,2,6,4,7,0.00718246997963063
"17985",17984,"SOAD09008","Flumevale","Yes","Recreation","Gravity",23.698,0.088,2700,1.34945,2649.97355,"Uncontrolled",1,33.35,"High","Unsatisfactory",0.1535,150.4,144.8,4,96,0,96,3,3,0.0180752060485808
"17986",17985,"SOAD15690","Navaldia","Yes","Other","Earth",7.633,2.513,NA,0.70329,NA,"",0,NA,"Low","Not Rated",0.1078,327.3,18.3,NA,71,0,71,12,7,0.0120074904498647
"17987",17986,"SOAD06768","Navaldia","Yes","Flood Risk Reduction","Earth",12.941,0.625,103400,0.18321,26.6329,"",0.2,NA,"Significant","Not Rated",0.1047,39.1,117.9,NA,66,0,66,12,11,0.011632570772665
"17988",17987,"SOAD03392","Flumevale","Yes","Water Supply","Earth",58.269,1.721,3070500,0.30929,NA,"",1,0.16,"High","Satisfactory",0.0997,343.3,376.3,36,71,0,71,3,8,0.0110143788974846
"17989",17988,"SOAD05092","Navaldia","Yes","Flood Risk Reduction","Earth",22.687,0.283,NA,0.19897,26.6329,"",0,NA,"Low","Not Rated",0.1032,11.2,12.8,NA,41,0,41,41,11,0.0114463952273997
"17990",17989,"SOAD10254","Lyndrassia","Yes","Irrigation","Earth",7.083,0.1,NA,NA,NA,"",0,90.97,"Low","",0.1095,18.6,199.3,42,68,0,68,68,68,0.0122609883298958
"17991",17990,"SOAD04494","Navaldia","Yes","Flood Risk Reduction","Earth",13.058,0.577,112030,NA,NA,"Uncontrolled",0.2,NA,"High","Not Rated",0.1201,12.8,712.4,NA,63,0,63,2,4,0.0135977716737367
"17992",17991,"SOAD00301","Navaldia","Yes","Flood Risk Reduction","Earth",13.158,1.317,115672,0.29156,63.91896,"Uncontrolled",0,NA,"Significant","Fair",0.1481,534.7,247.2,NA,46,0,46,4,3,0.0173514030081429
"17993",17992,"SOAD05412","Navaldia","Yes","Irrigation","Earth",7.562,0.19,NA,0.90226,18.64303,"Uncontrolled",0.2,NA,"Low","Not Rated",0.061,355.4,13,3.2,66,0,66,8,3,0.0064575757901961
